id,nombre
27,Verde
26,Turquesa
25,Rosa
24,Rojo
23,Plomo
22,Plateado
21,Negro
20,Nartanja
19,Mostaza
18,Marrón
17,Marfil
16,Lila
15,Humo
14,Hueso
13,Guinda
12,Gris
11,Granate
10,Dorado
9,Cobre
8,Celeste
7,Cafe
6,Blanco
5,Beige
4,Azul
3,Arena
2,Amarillo
1,NS
